gene,logFC_limma,p_limma,FDR_limma,logFC_edgeR,p_edgeR,FDR_edgeR,agree_dir,mean_logFC,p_fisher,FDR_fisher
ENSG00000167880,-3.2392495402572736,0.3772482994117614,0.8885129417726328,-2.012510726365042,0.22521539454974138,0.9999988525496899,TRUE,-2.625880133311158,0.29444046665941326,0.4678417598287345
ENSG00000187122,-2.0740611068266315,0.3774788959620944,0.8885600284336364,-2.934070376699887,0.279424305828021,0.9999988525496899,TRUE,-2.5040657417632595,0.3427219475914577,0.5025956964679151
ENSG00000171302,1.6695096944562169,0.37760285402652544,0.8885600284336364,1.8512920784809612,0.20599837178771035,0.9999988525496899,TRUE,1.760400886468589,0.27643431531961304,0.4532022901015681
ENSG00000111837,1.9484209115467332,0.3776610785763601,0.8885600284336364,1.975489395071201,0.23090316847135914,0.9999988525496899,TRUE,1.961955153308967,0.299936501954958,0.47071725333519826
ENSG00000149639,-3.5770846136011727,0.3777056076635139,0.8885600284336364,-1.7864586636353799,0.3498594894695264,0.9999988525496899,TRUE,-2.6817716386182764,0.3995851373450031,0.5493486630684137
ENSG00000198099,2.3403127880965777,0.3783831831164622,0.8885720318576031,6.024014119794919,0.3211572487905193,0.9999988525496899,TRUE,4.182163453945749,0.3776458968603299,0.5324681681977542
ENSG00000183166,2.6571834670288297,0.37839264955880986,0.8885720318576031,4.276050701425602,0.23548866214767894,0.9999988525496899,TRUE,3.4666170842272157,0.3045607967024109,0.4741660571173772
ENSG00000020129,-1.2236740766766991,0.37840498158253766,0.8885720318576031,-0.9161751474341646,0.4413984715905033,0.9999988525496899,TRUE,-1.069924612055432,0.46593916725863427,0.6026960761492361
ENSG00000137404,-1.4030240737165314,0.37881161153731446,0.8887222073867007,-0.9194424887422132,0.46427789489222543,0.9999988525496899,TRUE,-1.1612332812293724,0.4815405571295043,0.613158753212606
ENSG00000167641,-3.049019461294338,0.3792097849432861,0.8889403225467422,-4.361588761388325,0.09797740772989082,0.9999988525496899,TRUE,-3.7053041113413316,0.1594903481847884,0.3547573572831457
ENSG00000242220,-2.079235656765502,0.3793812857309392,0.8889403225467422,-2.1781206879992205,0.47478476039351153,0.9999988525496899,TRUE,-2.1286781723823616,0.4888770855833041,0.6189720618184793
ENSG00000116396,-1.5040951283517081,0.3794016927632534,0.8889403225467422,-0.329981877732627,0.772320764259145,0.9999988525496899,TRUE,-0.9170385030421675,0.6527060342932642,0.7361372334681408
ENSG00000184530,-2.0822060290139515,0.3794250449349292,0.8889403225467422,-2.2220453712403914,0.49952589918254225,0.9999988525496899,TRUE,-2.152125700127171,0.5047621892676138,0.6293216014253094
ENSG00000130956,2.3791777386695117,0.37977202999648174,0.8889403225467422,0.20375449929289718,0.8683497088016068,0.9999988525496899,TRUE,1.2914661189812044,0.6956090644652774,0.7638067485824407
ENSG00000168772,2.2750242950939863,0.37981783698781013,0.8889403225467422,3.433026644346548,0.46284806777906495,0.9999988525496899,TRUE,2.854025469720267,0.48140861769249965,0.613158753212606
ENSG00000254126,2.2616961758201106,0.3798545517674662,0.8889403225467422,5.907757557826792,0.3190026297343105,0.9999988525496899,TRUE,4.084726866823451,0.37691635783446026,0.5318185106299758
ENSG00000168490,2.2616961758201106,0.3798545517674662,0.8889403225467422,5.907757557826792,0.3190026297343105,0.9999988525496899,TRUE,4.084726866823451,0.37691635783446026,0.5318185106299758
ENSG00000134504,-2.4528940046063568,0.3798885782568529,0.8889403225467422,-0.3886048077583212,0.8078295182744574,0.9999988525496899,TRUE,-1.420749406182339,0.6694030309579404,0.7462428325152348
ENSG00000218305,2.2014962513651635,0.3808135735031965,0.8898429377474348,2.588729689755625,0.24145959487685664,0.9999988525496899,TRUE,2.395112970560394,0.3113922287632277,0.4801002047281701
